Корневая,Подкатегория 1,ID товара,Название товара или услуги,Название товара в URL,URL,Краткое описание,Полное описание,Видимость на витрине,Применять скидки,Тег title,Мета-тег keywords,Мета-тег description,Размещение на сайте,Весовой коэффициент,Валюта склада,НДС,Единица измерения,Габариты,Изображения,Ссылка на видео,Свойство: Размер,Свойство: Цвет,Свойство: размер,Свойство: цвет,ID варианта,Артикул,Штрих-код,Внешний ID,Габариты варианта,Цена продажи,Старая цена,Цена закупки,Остаток,Вес,Изображения варианта,Параметр: fid,Параметр: OLDLINK,Дополнительное поле: ID Мой Склад,Параметр: Метка
Мой склад,Комплекты,354797707,Комплект Military зеленый,komplekt-military-zelenyy,https://myshop-buy636.myinsales.ru/product/komplekt-military-zelenyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024184,DF-01.0021/DF-07.0020,,600024184,,6300,,,0,,,,,PoNr6r5ugbZfNJ-uq0dmr3,
Мой склад,Комплекты,354797709,Комплект New Way 2 бордо,komplekt-new-way-2-bordo,https://myshop-buy636.myinsales.ru/product/komplekt-new-way-2-bordo,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024186,DF-01.0010/DF-04.00016,,600024186,,5700,,,0,,,,,Ko-ssll1jwW6WzB3pd2S82,
Мой склад,Комплекты,354797710,Комплект Military розовый,komplekt-military-rozovyy,https://myshop-buy636.myinsales.ru/product/komplekt-military-rozovyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024187,DF-01.0020/DF-07.0021,,600024187,,6300,,,0,,,,,0esTnbb5iU3k5anYZcElL0,
Мой склад,Комплекты,354797713,Комплект Military голубой,komplekt-military-goluboy,https://myshop-buy636.myinsales.ru/product/komplekt-military-goluboy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024190,DF-01.0019/DF-07.0016,,600024190,,6300,,,0,,,,,p-hlw43vj6Mex08iZQsQa0,
Мой склад,Комплекты,354797714,Комплект Military фиолетовый,komplekt-military-fioletovyy,https://myshop-buy636.myinsales.ru/product/komplekt-military-fioletovyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024191,DF-01.0024/DF-07.0017,,600024191,,6300,,,0,,,,,FbzNwUmrj2UCYdWBxTjRN0,
Мой склад,Комплекты,354797716,Комплект Luna серый меланж,komplekt-luna-seryy-melanzh,https://myshop-buy636.myinsales.ru/product/komplekt-luna-seryy-melanzh,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024193,DF-01.0015/DF-07.0012,,600024193,,5500,,,0,,,,,PkXR5mQ3iG56bxC3jw9Wq3,
Мой склад,Комплекты,354797717,Комплект Luna лаванда меланж,komplekt-luna-lavanda-melanzh,https://myshop-buy636.myinsales.ru/product/komplekt-luna-lavanda-melanzh,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024194,DF-01.0016/DF-07.0013,,600024194,,5500,,,0,,,,,josVxWtZit8t7VZf3rEub0,
Мой склад,Комплекты,354797718,Комплект New day lavanda топ с велосипедками,komplekt-new-day-lavanda-top-s-velosipedkami,https://myshop-buy636.myinsales.ru/product/komplekt-new-day-lavanda-top-s-velosipedkami,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024195,DF-01.0030/DF-08.0002,,600024195,,6700,,,0,,,,,3LBlcbMgjCY4zqDkML1kZ3,
Мой склад,Комплекты,354797719,Комплект Vera черный,komplekt-vera-chernyy,https://myshop-buy636.myinsales.ru/product/komplekt-vera-chernyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024196,DF-01.0011/DF-07.0010,,600024196,,6400,,,0,,,,,Mmjv-wHwjoud155AH55Ar3,
Мой склад,Комплекты,354797721,Комплект Real Way серый меланж,komplekt-real-way-seryy-melanzh,https://myshop-buy636.myinsales.ru/product/komplekt-real-way-seryy-melanzh,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024198,DF-03.0005/DF-04.00020,,600024198,,7400,,,0,,,,,rxOKc4XfiWRdBaqej-bYM3,
Мой склад,Комплекты,354797722,Комплект Nebo черный,komplekt-nebo-chernyy,https://myshop-buy636.myinsales.ru/product/komplekt-nebo-chernyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024199,DF-07.0003/DF-07.0004,,600024199,,6050,,,0,,,,,5D8a5H1EirBQmyesgNd3-2,
Мой склад,Комплекты,354797724,Комплект New day orange леггинсы c топом,komplekt-new-day-orange-legginsy-c-topom,https://myshop-buy636.myinsales.ru/product/komplekt-new-day-orange-legginsy-c-topom,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024201,DF-07.0034/DF-01.0030,,600024201,,7450,,,0,,,,,jE1qTYuOjiUGXPc2mCE1d0,
Мой склад,Комплекты,354797725,Комплект New day black леггинсы c топом,komplekt-new-day-black-legginsy-c-topom,https://myshop-buy636.myinsales.ru/product/komplekt-new-day-black-legginsy-c-topom,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024202,DF-07.0034/DF-01.0030,,600024202,,7450,,,0,,,,,tEUwOmB5gK1DwZtyOudc53,
Мой склад,Фитнес аксессуары,354797727,Фитнес резинки набор 3 шт,fitnes-rezinki-nabor-3-sht,https://myshop-buy636.myinsales.ru/product/fitnes-rezinki-nabor-3-sht,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024204,DF-00.0001,,600024204,,2100,,,1,,,,,0DkQOJY6idnsuFgWug4cx2,
Мой склад,Услуга по доставке товара конечному покупателю,354797728,Услуга Вайлдберриз по организации международной перевозки,usluga-vayldberriz-po-organizatsii-mezhdunarodnoy-perevozki,https://myshop-buy636.myinsales.ru/product/usluga-vayldberriz-po-organizatsii-mezhdunarodnoy-perevozki,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024205,,,600024205,,0,,,0,,,,,S6j8EWdYgE-QAuujlFjdk1,
Мой склад,Услуга по доставке товара конечному покупателю,354797729,Вознаграждение Вайлдберриз,voznagrazhdenie-vayldberriz,https://myshop-buy636.myinsales.ru/product/voznagrazhdenie-vayldberriz,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024206,,,600024206,,0,,,0,,,,,zeQLL0k7hRESlqxC-Ztid2,
Мой склад,Услуга по доставке товара конечному покупателю,354797730,Услуга по рекламе ВБ,usluga-po-reklame-vb,https://myshop-buy636.myinsales.ru/product/usluga-po-reklame-vb,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024207,,,600024207,,0,,,0,,,,,BhaMDzOnh9vhq0O6PSfKE3,
Мой склад,Бра,354797732,Бра New Way Винный,bra-new-way-vinnyy,https://myshop-buy636.myinsales.ru/product/bra-new-way-vinnyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600024211,DF-01.0031,,600024211,,3260,,,0,,,,,myiyG9l5hOtEUYtlDKDMG0,
Мой склад,Бра,354797732,Бра New Way Винный,bra-new-way-vinnyy,https://myshop-buy636.myinsales.ru/product/bra-new-way-vinnyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600024210,DF-01.0031,,600024210,,3260,,,0,,,,,myiyG9l5hOtEUYtlDKDMG0,
Мой склад,Бра,354797732,Бра New Way Винный,bra-new-way-vinnyy,https://myshop-buy636.myinsales.ru/product/bra-new-way-vinnyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600024209,DF-01.0031,,600024209,,3260,,,0,,,,,myiyG9l5hOtEUYtlDKDMG0,
Мой склад,Бра,354797733,Бра New Way Голубой,bra-new-way-goluboy,https://myshop-buy636.myinsales.ru/product/bra-new-way-goluboy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,,600024212,DF-01.0034,,600024212,,3260,,,0,,,,,Ef0YHfQPhtLPHPpplM0vQ3,
Мой склад,Бра,354797733,Бра New Way Голубой,bra-new-way-goluboy,https://myshop-buy636.myinsales.ru/product/bra-new-way-goluboy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,,600024214,DF-01.0034,,600024214,,3260,,,0,,,,,Ef0YHfQPhtLPHPpplM0vQ3,
Мой склад,Бра,354797733,Бра New Way Голубой,bra-new-way-goluboy,https://myshop-buy636.myinsales.ru/product/bra-new-way-goluboy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,,600024213,DF-01.0034,,600024213,,3260,,,0,,,,,Ef0YHfQPhtLPHPpplM0vQ3,
Мой склад,Бра,354797734,Топ Сrave ассиметричный,top-srave-assimetrichnyy,https://myshop-buy636.myinsales.ru/product/top-srave-assimetrichnyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,лаванда,600024215,DF-01.0038,,600024215,,2950,,,0,,,,,hv8chnfyg-JceebmO39eF1,
Мой склад,Бра,354797734,Топ Сrave ассиметричный,top-srave-assimetrichnyy,https://myshop-buy636.myinsales.ru/product/top-srave-assimetrichnyy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,лаванда,600024216,DF-01.0038,,600024216,,2950,,,0,,,,,hv8chnfyg-JceebmO39eF1,
Мой склад,Активы (на балансе),354797735,Зеркало,zerkalo,https://myshop-buy636.myinsales.ru/product/zerkalo,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024217,,,600024217,,0,,,1,,,,,fhTtn76YijR8H4NwCEbl92,
Мой склад,Велосипедки,354797737,Вело-шорты Nebo PA,velo-shorty-nebo-pa,https://myshop-buy636.myinsales.ru/product/velo-shorty-nebo-pa,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,бежевый,600024221,DF-08.0005,,600024221,,3750,,,0,,,,,K7UrA96tgxc8OX5HAHm6f1,
Мой склад,Велосипедки,354797737,Вело-шорты Nebo PA,velo-shorty-nebo-pa,https://myshop-buy636.myinsales.ru/product/velo-shorty-nebo-pa,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,Tourmaline,600024222,DF-08.0005,,600024222,,3750,,,0,,,,,K7UrA96tgxc8OX5HAHm6f1,
Мой склад,Велосипедки,354797737,Вело-шорты Nebo PA,velo-shorty-nebo-pa,https://myshop-buy636.myinsales.ru/product/velo-shorty-nebo-pa,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,бежевый,600024220,DF-08.0005,,600024220,,3750,,,0,,,,,K7UrA96tgxc8OX5HAHm6f1,
Мой склад,Велосипедки,354797737,Вело-шорты Nebo PA,velo-shorty-nebo-pa,https://myshop-buy636.myinsales.ru/product/velo-shorty-nebo-pa,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,Tourmaline,600024219,DF-08.0005,,600024219,,3750,,,0,,,,,K7UrA96tgxc8OX5HAHm6f1,
Мой склад,Бра,354797738,Топ Wave беж,top-wave-bezh,https://myshop-buy636.myinsales.ru/product/top-wave-bezh,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,бежевый,600024223,DF-01.0036,,600024223,,2950,,,0,,,,,FlQ6UNVNipg5jinH20Oo60,
Мой склад,Бра,354797738,Топ Wave беж,top-wave-bezh,https://myshop-buy636.myinsales.ru/product/top-wave-bezh,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,бежевый,600024224,DF-01.0036,,600024224,,2950,,,0,,,,,FlQ6UNVNipg5jinH20Oo60,
Мой склад,Леггинсы,354797740,Леггинсы со штрипками Strips,legginsy-so-shtripkami-strips,https://myshop-buy636.myinsales.ru/product/legginsy-so-shtripkami-strips,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,черный,600024227,DF-07.0035,,600024227,,4650,,,10,,,,,klbI7SBIgk7VgrRH0vSM00,
Мой склад,Леггинсы,354797740,Леггинсы со штрипками Strips,legginsy-so-shtripkami-strips,https://myshop-buy636.myinsales.ru/product/legginsy-so-shtripkami-strips,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,S,бежевый,600024229,DF-07.0035,,600024229,,4650,,,0,,,,,klbI7SBIgk7VgrRH0vSM00,
Мой склад,Леггинсы,354797740,Леггинсы со штрипками Strips,legginsy-so-shtripkami-strips,https://myshop-buy636.myinsales.ru/product/legginsy-so-shtripkami-strips,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,черный,600024226,DF-07.0035,,600024226,,4650,,,6,,,,,klbI7SBIgk7VgrRH0vSM00,
Мой склад,Леггинсы,354797740,Леггинсы со штрипками Strips,legginsy-so-shtripkami-strips,https://myshop-buy636.myinsales.ru/product/legginsy-so-shtripkami-strips,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,бежевый,600024233,DF-07.0035,,600024233,,4650,,,0,,,,,klbI7SBIgk7VgrRH0vSM00,
Мой склад,Леггинсы,354797740,Леггинсы со штрипками Strips,legginsy-so-shtripkami-strips,https://myshop-buy636.myinsales.ru/product/legginsy-so-shtripkami-strips,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,черный,600024228,DF-07.0035,,600024228,,4650,,,0,,,,,klbI7SBIgk7VgrRH0vSM00,
Мой склад,Леггинсы,354797740,Леггинсы со штрипками Strips,legginsy-so-shtripkami-strips,https://myshop-buy636.myinsales.ru/product/legginsy-so-shtripkami-strips,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,L,бежевый,600024232,DF-07.0035,,600024232,,4650,,,0,,,,,klbI7SBIgk7VgrRH0vSM00,
Мой склад,Леггинсы,354797743,Леггинсы New day,legginsy-new-day,https://myshop-buy636.myinsales.ru/product/legginsy-new-day,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,черный,600024235,DF-07.0034,,600024235,,4500,,,12,,,,,2nIM3wYGjnB1LY8Pml8Mo3,
Мой склад,Леггинсы,354797743,Леггинсы New day,legginsy-new-day,https://myshop-buy636.myinsales.ru/product/legginsy-new-day,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,оранжевый,600024238,DF-07.0034,,600024238,,4500,,,2,,,,,2nIM3wYGjnB1LY8Pml8Mo3,
Мой склад,Леггинсы,354797743,Леггинсы New day,legginsy-new-day,https://myshop-buy636.myinsales.ru/product/legginsy-new-day,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,лаванда,600024239,DF-07.0034,,600024239,,4500,,,0,,,,,2nIM3wYGjnB1LY8Pml8Mo3,
Мой склад,Леггинсы,354797743,Леггинсы New day,legginsy-new-day,https://myshop-buy636.myinsales.ru/product/legginsy-new-day,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,черный,600024240,DF-07.0034,,600024240,,4500,,,12,,,,,2nIM3wYGjnB1LY8Pml8Mo3,
Мой склад,Леггинсы,354797743,Леггинсы New day,legginsy-new-day,https://myshop-buy636.myinsales.ru/product/legginsy-new-day,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,оранжевый,600024237,DF-07.0034,,600024237,,4500,,,2,,,,,2nIM3wYGjnB1LY8Pml8Mo3,
Мой склад,Леггинсы,354797743,Леггинсы New day,legginsy-new-day,https://myshop-buy636.myinsales.ru/product/legginsy-new-day,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,лаванда,600024234,DF-07.0034,,600024234,,4500,,,0,,,,,2nIM3wYGjnB1LY8Pml8Mo3,
Мой склад,Бра,354797746,Топ New day PES,top-new-day-pes,https://myshop-buy636.myinsales.ru/product/top-new-day-pes,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,морская волна,600024245,DF-01.0039,,600024245,,2950,,,0,,,,,HihzLIQTghvJYyd-z1GGq1,
Мой склад,Бра,354797746,Топ New day PES,top-new-day-pes,https://myshop-buy636.myinsales.ru/product/top-new-day-pes,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,морская волна,600024242,DF-01.0039,,600024242,,2950,,,0,,,,,HihzLIQTghvJYyd-z1GGq1,
Мой склад,Нити,354797749,Нить Nylon 78/68/2 pre dyed (Semi dull luster),nit-nylon-78682-pre-dyed-semi-dull-luster,https://myshop-buy636.myinsales.ru/product/nit-nylon-78682-pre-dyed-semi-dull-luster,,,выставлен,да,,,,,,RUR,Без НДС,кг,,,,,,,Jacaranda Pantone 17-3930 TCX,600024247,,,600024247,,0,,,0.0,,,,,wNPzElw8jXZLAGlEAhquC2,
Мой склад,Нити,354797749,Нить Nylon 78/68/2 pre dyed (Semi dull luster),nit-nylon-78682-pre-dyed-semi-dull-luster,https://myshop-buy636.myinsales.ru/product/nit-nylon-78682-pre-dyed-semi-dull-luster,,,выставлен,да,,,,,,RUR,Без НДС,кг,,,,,,,Tourmaline Pantone 16-4411 TPX,600024246,,,600024246,,0,,,0.0,,,,,wNPzElw8jXZLAGlEAhquC2,
Мой склад,Услуга по доставке товара конечному покупателю,354797751,Штраф ВБ,shtraf-vb,https://myshop-buy636.myinsales.ru/product/shtraf-vb,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024249,,,600024249,,0,,,0,,,,,AyljYN1tiofoQ4EgHbN9E2,
Мой склад,Активы (на балансе),354797752,Монитор Samsung,monitor-samsung,https://myshop-buy636.myinsales.ru/product/monitor-samsung,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024250,,,600024250,,0,,,1,,,,,sfT9b3KuicyLYTccqmT6W3,
Мой склад,Активы (на балансе),354797753,Принтер для печати hp lazer jet,printer-dlya-pechati-hp-lazer-jet,https://myshop-buy636.myinsales.ru/product/printer-dlya-pechati-hp-lazer-jet,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024251,,,600024251,,0,,,1,,,,,PrV8D2jxj9H7Cu5UO0ASX1,
Мой склад,Активы (на балансе),354797754,Принтер термоэкитеточный tsc200,printer-termoekitetochnyy-tsc200,https://myshop-buy636.myinsales.ru/product/printer-termoekitetochnyy-tsc200,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024252,,,600024252,,0,,,1,,,,,M9PXk48nio3H03LMVHuSQ0,
Мой склад,Активы (на балансе),354797755,Компьютерный блок,kompyuternyy-blok,https://myshop-buy636.myinsales.ru/product/kompyuternyy-blok,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024253,,,600024253,,0,,,1,,,,,LLZZXM6XinZugGlyvHfHS0,
Мой склад,Активы (на балансе),354797756,Стеллаж металлический,stellazh-metallicheskiy,https://myshop-buy636.myinsales.ru/product/stellazh-metallicheskiy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024254,,,600024254,,0,,,4,,,,,mOsem0kvjCULVgsoic68M1,
Мой склад,Активы (на балансе),354797757,Стол,stol,https://myshop-buy636.myinsales.ru/product/stol,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024255,,,600024255,,0,,,1,,,,,wzf2rCVSjdT2apxE70ggf0,
Мой склад,Активы (на балансе),354797758,Компьютерный стул,kompyuternyy-stul,https://myshop-buy636.myinsales.ru/product/kompyuternyy-stul,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024256,,,600024256,,0,,,2,,,,,PxQHJmcqjShDYPmzzs8Gx1,
Мой склад,Активы (на балансе),354797759,Лампа кольцевая,lampa-koltsevaya,https://myshop-buy636.myinsales.ru/product/lampa-koltsevaya,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024257,,,600024257,,0,,,1,,,,,OQSKYobdiZ8lhJ1YY-O0b3,
Мой склад,Активы (на балансе),354797760,Стул икеивский,stul-ikeivskiy,https://myshop-buy636.myinsales.ru/product/stul-ikeivskiy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024258,,,600024258,,0,,,2,,,,,lKSYLF-Xje1kKmA6ghrOI0,
Мой склад,Активы (на балансе),354797761,Тумбочка икеевская,tumbochka-ikeevskaya,https://myshop-buy636.myinsales.ru/product/tumbochka-ikeevskaya,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024259,,,600024259,,0,,,1,,,,,zlcpVffxhi9EwFpWrz-pD2,
Мой склад,Активы (на балансе),354797762,Деревянный стеллаж икеивский,derevyannyy-stellazh-ikeivskiy,https://myshop-buy636.myinsales.ru/product/derevyannyy-stellazh-ikeivskiy,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024260,,,600024260,,0,,,1,,,,,ZjOLKB0fhR0wJq4N-ofNS0,
Мой склад,Активы (на балансе),354797764,Рейл икеа,reyl-ikea,https://myshop-buy636.myinsales.ru/product/reyl-ikea,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,,,600024262,,,600024262,,0,,,1,,,,,tOuUDd7mgA7igTfnxy8tY1,
Мой склад,Велосипедки,354797765,Вело-шорты Nebo PES,velo-shorty-nebo-pes,https://myshop-buy636.myinsales.ru/product/velo-shorty-nebo-pes,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,морская волна,600024264,DF-08.0004,,600024264,,3750,,,0,,,,,bILnHBipidjtzK5Ec9jBK2,
Мой склад,Велосипедки,354797765,Вело-шорты Nebo PES,velo-shorty-nebo-pes,https://myshop-buy636.myinsales.ru/product/velo-shorty-nebo-pes,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,черный,600024265,DF-08.0004,,600024265,,3750,,,0,,,,,bILnHBipidjtzK5Ec9jBK2,
Мой склад,Велосипедки,354797765,Вело-шорты Nebo PES,velo-shorty-nebo-pes,https://myshop-buy636.myinsales.ru/product/velo-shorty-nebo-pes,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,морская волна,600024263,DF-08.0004,,600024263,,3750,,,0,,,,,bILnHBipidjtzK5Ec9jBK2,
Мой склад,Велосипедки,354797765,Вело-шорты Nebo PES,velo-shorty-nebo-pes,https://myshop-buy636.myinsales.ru/product/velo-shorty-nebo-pes,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,черный,600024267,DF-08.0004,,600024267,,3750,,,0,,,,,bILnHBipidjtzK5Ec9jBK2,
Мой склад,Бра,354797767,Топ Wave PA,top-wave-pa,https://myshop-buy636.myinsales.ru/product/top-wave-pa,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,Tourmaline,600024268,,,600024268,,0,,,0,,,,,O7I3V5zEjQHOwzLl0r19p2,
Мой склад,Бра,354797767,Топ Wave PA,top-wave-pa,https://myshop-buy636.myinsales.ru/product/top-wave-pa,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,Tourmaline,600024269,,,600024269,,0,,,0,,,,,O7I3V5zEjQHOwzLl0r19p2,
Мой склад,Леггинсы,354797768,Леггинсы Nebo PA,legginsy-nebo-pa,https://myshop-buy636.myinsales.ru/product/legginsy-nebo-pa,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,Tourmaline,600024272,DF-07.0036,,600024272,,0,,,0,,,,,nawQTdiVjdrRnLhca-JXJ0,
Мой склад,Леггинсы,354797768,Леггинсы Nebo PA,legginsy-nebo-pa,https://myshop-buy636.myinsales.ru/product/legginsy-nebo-pa,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,Tourmaline,600024270,DF-07.0036,,600024270,,0,,,0,,,,,nawQTdiVjdrRnLhca-JXJ0,
Мой склад,Бра,354797770,Топ Nebo PES,top-nebo-pes,https://myshop-buy636.myinsales.ru/product/top-nebo-pes,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,M,черный,600024273,,,600024273,,0,,,0,,,,,4MetamOGiiYGkoo0Uq53W0,
Мой склад,Бра,354797770,Топ Nebo PES,top-nebo-pes,https://myshop-buy636.myinsales.ru/product/top-nebo-pes,,,выставлен,да,,,,,,RUR,Без НДС,шт,,,,,,ХS-S,черный,600024274,,,600024274,,0,,,0,,,,,4MetamOGiiYGkoo0Uq53W0,
